customer_id,first_name,last_name,email,city,province,country,acquisition_channel,signup_date,accepts_marketing,total_orders,total_spent_usd
CUST-1064,Aditi,Young,aditi_young@gmail.com,Las Vegas,Nevada,US,Email Campaign,2025-12-13,yes,3,446.97
CUST-1065,Katja,Wilson,katjawilson@icloud.com,Dallas,Texas,US,Referral,2026-02-17,no,3,454.22
CUST-1066,Liam,Green,liam.green@gmail.com,Austin,Texas,US,Organic Search,2025-11-23,yes,4,395.89
CUST-1067,Samantha,Martinez,samantha_martinez@outlook.com,Calgary,Alberta,CA,Organic Search,2026-01-17,yes,4,520.4
CUST-1068,Ritu,Pillai,ritupillai@gmail.com,Leeds,England,GB,Organic Search,2025-09-08,yes,9,1310.68
CUST-1069,Emma,Kumar,emmakumar@yahoo.com,Denver,Colorado,US,Referral,2026-01-23,no,4,464.24
CUST-1070,Hailey,Harris,hailey_harris@yahoo.com,Kochi,Kerala,IN,Email Campaign,2025-10-12,yes,3,383.31
CUST-1071,Nisha,Roberts,nisha.roberts@outlook.com,Noida,Uttar Pradesh,IN,Instagram Ads,2025-10-21,yes,2,290.87
CUST-1072,Deepak,Tiwari,deepak_tiwari@protonmail.com,Pune,Maharashtra,IN,Direct,2026-01-23,yes,8,1251.56
CUST-1073,Pankaj,Deshpande,pankaj_deshpande@protonmail.com,Miami,Florida,US,Referral,2025-09-04,no,7,1510.59
CUST-1074,Nisha,Young,nisha_young@protonmail.com,Berlin,Berlin,DE,Email Campaign,2025-12-21,yes,5,1096.19
CUST-1075,Tina,Sethi,tina_sethi@icloud.com,Bristol,England,GB,Direct,2025-12-29,no,2,267.74
CUST-1076,Jordan,Garcia,jordan_garcia@yahoo.com,Toronto,Ontario,CA,Instagram Ads,2025-12-25,no,3,534.75
CUST-1077,Urmi,Parker,urmiparker@hotmail.com,Denver,Colorado,US,TikTok Ads,2025-10-17,no,4,323.19
CUST-1078,Lucas,Ibrahim,lucas_ibrahim@outlook.com,Nashville,Tennessee,US,Email Campaign,2025-11-10,yes,5,570.27
CUST-1079,Marcus,Malhotra,marcus.malhotra@yahoo.com,Edinburgh,Scotland,GB,Referral,2025-11-01,no,4,1613.26
CUST-1080,Marco,Kumar,marco.kumar@outlook.com,Minneapolis,Minnesota,US,Instagram Ads,2026-02-17,no,1,129.71
CUST-1081,Garima,Kulkarni,garima_kulkarni@hotmail.com,Tokyo,Tokyo,JP,Instagram Ads,2025-12-26,yes,3,466.96
CUST-1082,Ella,Miller,ellamiller@yahoo.com,Detroit,Michigan,US,Google Ads,2025-10-18,no,6,736.66
CUST-1083,Jack,Turner,jackturner@icloud.com,San Jose,California,US,Direct,2025-11-15,yes,9,1531.6
CUST-1084,Tyler,Iyer,tyler_iyer@gmail.com,Bangalore,Karnataka,IN,Instagram Ads,2025-09-14,yes,6,1595.29
CUST-1085,Tanya,Pandey,tanya.pandey@gmail.com,Gurgaon,Haryana,IN,Google Ads,2025-11-27,yes,11,1490.91
CUST-1086,Gaurav,Sinha,gaurav.sinha@gmail.com,San Diego,California,US,Referral,2025-09-14,yes,5,993.95
CUST-1087,Meera,White,meera.white@icloud.com,Bristol,England,GB,Referral,2026-02-06,no,8,2021.87
CUST-1088,Anna,King,anna_king@icloud.com,Sydney,New South Wales,AU,Referral,2025-09-16,yes,4,1269.55
CUST-1089,Olivia,Thakur,olivia.thakur@outlook.com,Bangalore,Karnataka,IN,Instagram Ads,2026-01-20,yes,1,185.92
CUST-1090,Sandeep,Wright,sandeepwright@icloud.com,Los Angeles,California,US,Instagram Ads,2025-11-12,no,4,1123.63
CUST-1091,Chris,Ghosh,chris.ghosh@outlook.com,Leeds,England,GB,Referral,2025-10-21,yes,2,522.05
CUST-1092,Mitali,Anderson,mitali_anderson@yahoo.com,Oakland,California,US,Direct,2026-01-31,yes,1,236.56
CUST-1093,Carlos,Miller,carlos_miller@protonmail.com,Dallas,Texas,US,Facebook Ads,2026-01-07,no,5,311.86
CUST-1094,Carlos,Smith,carlossmith@gmail.com,Amsterdam,North Holland,NL,Instagram Ads,2025-11-04,yes,3,301.05
CUST-1095,Sean,Mitchell,seanmitchell@gmail.com,Amsterdam,North Holland,NL,Direct,2026-01-26,yes,1,52.42
CUST-1096,Nikhil,Agarwal,nikhilagarwal@protonmail.com,Manhattan,New York,US,Organic Search,2026-01-28,no,3,696.07
CUST-1097,Aman,Pandey,aman.pandey@hotmail.com,Austin,Texas,US,Instagram Ads,2025-09-27,yes,6,1405.42
CUST-1098,Aparna,Menon,aparna_menon@outlook.com,Noida,Uttar Pradesh,IN,Direct,2026-01-19,yes,2,285.55
CUST-1099,Stefan,Johnson,stefan_johnson@outlook.com,Philadelphia,Pennsylvania,US,Google Ads,2026-01-10,yes,2,203.32
CUST-1100,Tushar,Mukherjee,tushar_mukherjee@hotmail.com,Miami,Florida,US,Instagram Ads,2026-01-06,yes,3,1216.79
CUST-1101,Benjamin,Garcia,benjamingarcia@yahoo.com,Berlin,Berlin,DE,TikTok Ads,2026-01-03,yes,8,1017.52
CUST-1102,Ishita,Thakur,ishitathakur@yahoo.com,Chennai,Tamil Nadu,IN,Referral,2026-01-20,yes,0,0.0
CUST-1103,Divya,Green,divya.green@protonmail.com,Calgary,Alberta,CA,Facebook Ads,2025-11-14,yes,8,751.95
CUST-1104,Rohit,Sinha,rohit_sinha@yahoo.com,Sacramento,California,US,Instagram Ads,2026-02-01,yes,1,231.75
CUST-1105,Ashley,Martinez,ashley_martinez@outlook.com,Tokyo,Tokyo,JP,Instagram Ads,2025-09-01,yes,3,700.8
CUST-1106,Alex,Roberts,alexroberts@hotmail.com,Calgary,Alberta,CA,Google Ads,2025-11-28,no,3,284.09
CUST-1107,Stefan,Yamamoto,stefan.yamamoto@protonmail.com,Dallas,Texas,US,Instagram Ads,2025-12-15,no,1,147.82
CUST-1108,Samantha,Berg,samanthaberg@protonmail.com,Berlin,Berlin,DE,Facebook Ads,2025-10-03,yes,2,124.45
CUST-1109,Shreya,King,shreya.king@icloud.com,Singapore,Singapore,SG,Email Campaign,2025-12-14,yes,8,993.72
CUST-1110,Amanda,Agarwal,amanda_agarwal@outlook.com,Noida,Uttar Pradesh,IN,Referral,2025-11-24,no,2,678.2
CUST-1111,Megha,Thakur,meghathakur@hotmail.com,Toronto,Ontario,CA,Referral,2025-10-31,yes,8,2545.68
CUST-1112,Alexander,Johnson,alexander_johnson@gmail.com,Leeds,England,GB,TikTok Ads,2025-12-23,yes,4,1006.45
CUST-1113,Paige,Lewis,paige.lewis@gmail.com,Los Angeles,California,US,Instagram Ads,2025-12-05,yes,14,3004.43
CUST-1114,Monica,Walker,monicawalker@protonmail.com,Manchester,England,GB,Organic Search,2026-02-04,no,4,681.54
CUST-1115,Cameron,Ghosh,cameron.ghosh@hotmail.com,Dubai,Dubai,AE,Instagram Ads,2026-02-11,yes,2,321.33
CUST-1116,Jake,Patel,jake_patel@outlook.com,Bangalore,Karnataka,IN,Organic Search,2025-11-28,yes,8,1195.38
CUST-1117,Tanya,Allen,tanyaallen@outlook.com,Chicago,Illinois,US,Organic Search,2025-12-08,no,4,394.78
CUST-1118,Nisha,Thompson,nisha_thompson@icloud.com,Chicago,Illinois,US,Facebook Ads,2025-11-15,yes,2,296.01
CUST-1119,Tushar,Thomas,tushar_thomas@gmail.com,Jaipur,Rajasthan,IN,Direct,2025-09-13,no,15,2483.8
CUST-1120,Grace,Verma,graceverma@outlook.com,New York,New York,US,Referral,2026-02-16,yes,4,921.72
CUST-1121,Vishal,Williams,vishalwilliams@protonmail.com,Washington,District of Columbia,US,Google Ads,2026-01-27,yes,3,374.37
CUST-1122,Pooja,Clark,pooja_clark@protonmail.com,New York,New York,US,Organic Search,2026-01-17,yes,0,0.0
CUST-1123,Monica,Saxena,monica_saxena@yahoo.com,Raleigh,North Carolina,US,Facebook Ads,2025-11-15,yes,7,1049.21
CUST-1124,Divya,Green,divya.green@yahoo.com,Manchester,England,GB,TikTok Ads,2025-12-11,yes,6,944.4
CUST-1125,Pooja,Thomas,pooja.thomas@outlook.com,Portland,Oregon,US,Instagram Ads,2025-11-07,yes,5,1188.42
CUST-1126,Nisha,Chatterjee,nisha.chatterjee@hotmail.com,Atlanta,Georgia,US,Instagram Ads,2026-02-04,yes,1,237.69
CUST-1127,Aman,Green,amangreen@outlook.com,Pune,Maharashtra,IN,Organic Search,2025-09-10,yes,8,1002.34
CUST-1128,Omar,Davis,omar.davis@yahoo.com,Dubai,Dubai,AE,Instagram Ads,2025-12-04,no,5,1020.88
CUST-1129,Alex,Anderson,alex_anderson@protonmail.com,Denver,Colorado,US,Referral,2025-11-11,yes,7,1164.33
CUST-1130,Amelia,King,amelia_king@yahoo.com,Toronto,Ontario,CA,Facebook Ads,2025-12-04,yes,3,533.39
CUST-1131,Jessica,Thomas,jessica_thomas@yahoo.com,Berlin,Berlin,DE,Organic Search,2025-10-25,yes,5,896.93
CUST-1132,Michael,Nakamura,michael.nakamura@yahoo.com,Manchester,England,GB,Organic Search,2026-01-20,yes,3,728.11
CUST-1133,Alex,Desai,alex.desai@outlook.com,Bristol,England,GB,Organic Search,2025-10-08,yes,3,488.4
CUST-1134,Brett,Harris,brett.harris@gmail.com,Mumbai,Maharashtra,IN,Organic Search,2025-12-01,yes,6,670.51
CUST-1135,Alex,Yamamoto,alex.yamamoto@yahoo.com,Sacramento,California,US,Email Campaign,2026-01-13,yes,1,19.14
CUST-1136,Daniel,Agarwal,daniel_agarwal@outlook.com,San Jose,California,US,Google Ads,2025-10-27,yes,4,650.03
CUST-1137,Tushar,Bhatt,tushar_bhatt@hotmail.com,Mumbai,Maharashtra,IN,Organic Search,2026-01-01,no,8,1256.22
CUST-1138,Namita,Ghosh,namita.ghosh@hotmail.com,Gurgaon,Haryana,IN,Organic Search,2025-09-21,yes,7,1480.22
CUST-1139,Riley,Taylor,riley.taylor@yahoo.com,Phoenix,Arizona,US,Referral,2025-11-23,yes,6,907.97
CUST-1140,Stefan,Saxena,stefansaxena@hotmail.com,Minneapolis,Minnesota,US,Organic Search,2026-02-15,yes,2,393.06
CUST-1141,Peter,Wright,peter.wright@hotmail.com,Portland,Oregon,US,Instagram Ads,2025-09-25,yes,8,1939.26
CUST-1142,Jake,Harris,jake_harris@yahoo.com,Gurgaon,Haryana,IN,Organic Search,2025-09-22,yes,4,837.42
CUST-1143,Peter,Williams,peterwilliams@protonmail.com,Sacramento,California,US,Referral,2026-01-29,yes,15,3085.95
CUST-1144,Megan,Miller,megan_miller@outlook.com,Calgary,Alberta,CA,TikTok Ads,2025-09-14,yes,1,52.41
CUST-1145,Morgan,Lee,morgan_lee@gmail.com,Hyderabad,Telangana,IN,Organic Search,2026-01-02,yes,5,1375.46
CUST-1146,Nisha,Al-Rashid,nishaal-rashid@outlook.com,Manhattan,New York,US,Referral,2025-12-19,yes,0,0.0
CUST-1147,Riley,Bajaj,rileybajaj@outlook.com,Manhattan,New York,US,Email Campaign,2025-11-19,yes,7,1038.18
CUST-1148,Ritu,Sharma,ritu.sharma@yahoo.com,Noida,Uttar Pradesh,IN,Organic Search,2026-02-10,yes,2,434.44
CUST-1149,Pooja,Kulkarni,pooja.kulkarni@hotmail.com,Austin,Texas,US,Organic Search,2025-11-19,yes,5,652.38
CUST-1150,Urmi,Phillips,urmi.phillips@gmail.com,Philadelphia,Pennsylvania,US,Referral,2025-09-21,no,5,918.72
CUST-1151,Fatima,Campbell,fatima_campbell@hotmail.com,Philadelphia,Pennsylvania,US,Google Ads,2025-11-28,yes,5,602.8
CUST-1152,Kayla,Chatterjee,kaylachatterjee@hotmail.com,Chicago,Illinois,US,Organic Search,2025-12-11,yes,6,988.36
CUST-1153,Priya,Bhat,priya_bhat@yahoo.com,Birmingham,England,GB,Instagram Ads,2025-10-01,no,3,614.49
CUST-1154,Nikhil,Wilson,nikhil_wilson@icloud.com,Kolkata,West Bengal,IN,Referral,2025-11-30,yes,5,1129.51
CUST-1155,Maria,Kumar,maria_kumar@gmail.com,Calgary,Alberta,CA,Referral,2026-02-11,yes,9,1232.08
CUST-1156,Jyoti,Kumar,jyoti_kumar@yahoo.com,Bristol,England,GB,Google Ads,2025-12-02,yes,7,1011.78
CUST-1157,Harish,Young,harishyoung@hotmail.com,Dallas,Texas,US,TikTok Ads,2025-11-26,yes,6,582.31
CUST-1158,Komal,Banerjee,komal.banerjee@icloud.com,Kolkata,West Bengal,IN,Google Ads,2025-11-29,yes,4,483.89
CUST-1159,Suresh,Brown,suresh.brown@outlook.com,Nashville,Tennessee,US,Organic Search,2026-02-15,yes,1,242.71
CUST-1160,Anjali,Thakur,anjali_thakur@hotmail.com,Bristol,England,GB,Google Ads,2026-01-23,yes,1,84.02
CUST-1161,Vishal,Chen,vishal.chen@hotmail.com,Portland,Oregon,US,Referral,2025-11-10,yes,6,1176.54
CUST-1162,Layla,Nair,layla_nair@hotmail.com,Los Angeles,California,US,Instagram Ads,2025-11-13,yes,4,1012.29
CUST-1163,Avery,Phillips,averyphillips@hotmail.com,Atlanta,Georgia,US,Facebook Ads,2025-09-11,no,6,734.55
CUST-1164,Rakesh,Sethi,rakesh.sethi@outlook.com,Kolkata,West Bengal,IN,Organic Search,2025-09-16,no,8,1066.76
CUST-1165,Deepak,Tanaka,deepaktanaka@gmail.com,Oakland,California,US,Organic Search,2025-12-22,no,2,224.14
CUST-1166,Derek,Bhatt,derekbhatt@yahoo.com,Chicago,Illinois,US,Instagram Ads,2025-11-26,yes,3,1078.67
CUST-1167,Nupur,Khanna,nupur_khanna@gmail.com,Atlanta,Georgia,US,Email Campaign,2025-11-12,yes,5,650.25
CUST-1168,Tushar,Campbell,tushar.campbell@outlook.com,Las Vegas,Nevada,US,Organic Search,2025-11-29,yes,3,851.61
CUST-1169,Ruchi,Tiwari,ruchitiwari@hotmail.com,Minneapolis,Minnesota,US,Facebook Ads,2025-11-19,no,2,366.48
CUST-1170,Pranav,Nakamura,pranav.nakamura@protonmail.com,Kochi,Kerala,IN,Facebook Ads,2026-01-13,yes,4,728.24
CUST-1171,Mitali,Bose,mitali_bose@icloud.com,Houston,Texas,US,Instagram Ads,2025-10-25,no,6,1504.78
CUST-1172,Tanvi,Pillai,tanvi.pillai@yahoo.com,Charlotte,North Carolina,US,Direct,2026-01-08,yes,3,570.28
CUST-1173,Vidya,Tanaka,vidyatanaka@yahoo.com,Bangalore,Karnataka,IN,Organic Search,2026-02-07,yes,2,317.15
CUST-1174,Carlos,Joshi,carlos_joshi@outlook.com,Hyderabad,Telangana,IN,Facebook Ads,2026-02-04,yes,2,187.66
CUST-1175,Marco,Verma,marcoverma@yahoo.com,Washington,District of Columbia,US,Direct,2025-10-20,yes,3,558.5
CUST-1176,Kayla,Mitchell,kayla_mitchell@hotmail.com,Edinburgh,Scotland,GB,Google Ads,2025-12-17,yes,2,240.83
CUST-1177,Casey,Moore,casey_moore@gmail.com,Delhi,Delhi,IN,Referral,2025-09-27,yes,4,999.19
CUST-1178,Thomas,Smith,thomas.smith@outlook.com,Miami,Florida,US,Organic Search,2025-12-21,yes,8,1236.67
CUST-1179,Henry,Wright,henry_wright@gmail.com,Dallas,Texas,US,Google Ads,2025-10-31,yes,4,549.21
CUST-1180,Elizabeth,Pillai,elizabeth.pillai@outlook.com,Amsterdam,North Holland,NL,Referral,2025-10-08,yes,4,809.73
CUST-1181,Yuki,Tiwari,yuki.tiwari@protonmail.com,Nashville,Tennessee,US,Organic Search,2025-09-21,yes,7,720.01
CUST-1182,Pallavi,Desai,pallavi.desai@icloud.com,Tokyo,Tokyo,JP,Google Ads,2025-09-29,yes,2,360.84
CUST-1183,Hannah,Miller,hannah.miller@yahoo.com,Washington,District of Columbia,US,Referral,2025-09-17,no,4,606.38
CUST-1184,Taylor,Deshpande,taylor.deshpande@protonmail.com,Brooklyn,New York,US,Email Campaign,2025-11-14,no,8,1079.12
CUST-1185,Aarav,Parker,aarav_parker@yahoo.com,Bangalore,Karnataka,IN,Referral,2025-09-22,yes,1,82.73
CUST-1186,Ashley,Kulkarni,ashleykulkarni@icloud.com,Bristol,England,GB,Referral,2025-12-09,yes,5,794.86
CUST-1187,Aman,Berg,aman_berg@outlook.com,Birmingham,England,GB,Direct,2025-11-28,yes,9,1238.46
CUST-1188,Tushar,Thakur,tushar.thakur@icloud.com,Birmingham,England,GB,Organic Search,2025-11-30,yes,3,489.1
CUST-1189,Pranav,Iyer,pranaviyer@hotmail.com,Berlin,Berlin,DE,Referral,2025-10-05,no,9,1770.18
CUST-1190,Kavya,Clark,kavya.clark@gmail.com,London,England,GB,Instagram Ads,2025-11-19,no,4,1159.74
CUST-1191,Gaurav,Gupta,gauravgupta@yahoo.com,Charlotte,North Carolina,US,Direct,2026-02-15,yes,3,871.75
CUST-1192,Aditi,Miller,aditi_miller@hotmail.com,Amsterdam,North Holland,NL,Google Ads,2025-12-08,yes,1,261.84
CUST-1193,Aisha,Menon,aisha_menon@outlook.com,Tokyo,Tokyo,JP,Instagram Ads,2025-09-22,yes,5,1031.53
CUST-1194,Peter,Campbell,peter.campbell@icloud.com,San Jose,California,US,Organic Search,2026-02-17,yes,9,1796.44
CUST-1195,Charlie,Wright,charliewright@protonmail.com,Minneapolis,Minnesota,US,Google Ads,2025-12-24,yes,11,1890.96
